scaffold	start	end	Fst_AUR_ARI	Fst_BIF_ARI	Fst_CAL_ARI	Fst_CLV_ARI	Fst_FLE_ARI	Fst_LON_ARI	Fst_AUR_BIF	Fst_AUR_CAL	Fst_AUR_CLV	Fst_AUR_FLE	Fst_LON_AUR	Fst_ARI_AUS	Fst_AUR_AUS	Fst_BIF_AUS	Fst_CAL_AUS	Fst_CLV_AUS	Fst_FLE_AUS	Fst_LON_AUS	Fst_CAL_BIF	Fst_CLV_BIF	Fst_FLE_BIF	Fst_LON_BIF	Fst_CAL_FLE	Fst_LON_CAL	Fst_CAL_CLV	Fst_FLE_CLV	Fst_LON_CLV	Fst_LON_FLE	Fst_PUN_ARI	Fst_PUN_AUR	Fst_PUN_AUS	Fst_PUN_BIF	Fst_PUN_CAL	Fst_PUN_CLV	Fst_PUN_FLE	Fst_PUN_LON	dxy_AUR_ARI	dxy_BIF_ARI	dxy_CAL_ARI	dxy_CLV_ARI	dxy_FLE_ARI	dxy_LON_ARI	dxy_AUR_BIF	dxy_AUR_CAL	dxy_AUR_CLV	dxy_AUR_FLE	dxy_LON_AUR	dxy_ARI_AUS	dxy_AUR_AUS	dxy_BIF_AUS	dxy_CAL_AUS	dxy_CLV_AUS	dxy_FLE_AUS	dxy_LON_AUS	dxy_CAL_BIF	dxy_CLV_BIF	dxy_FLE_BIF	dxy_LON_BIF	dxy_CAL_FLE	dxy_LON_CAL	dxy_CAL_CLV	dxy_FLE_CLV	dxy_LON_CLV	dxy_LON_FLE	dxy_PUN_ARI	dxy_PUN_AUR	dxy_PUN_AUS	dxy_PUN_BIF	dxy_PUN_CAL	dxy_PUN_CLV	dxy_PUN_FLE	dxy_PUN_LON	pi_ARI	pi_AUR	pi_AUS	pi_BIF	pi_CAL	pi_CLV	pi_FLE	pi_LON	pi_PUN	fst_Prin1	dxy_Prin1	pi_Prin1	gene_count_per_window	cm/mb	tree_concordance
LG2	17500001	18000000	0.5589	0.5908	0.4604	0.7095	0.4689	0.5082	0.5899	0.2196	0.7393	0.4757	0.3017	0.4749	0.2963	0.5473	0.1297	0.6855	0.406	0.1486	0.5193	0.6897	0.5416	0.5609	0.3704	0.0636	0.6705	0.6827	0.7095	0.4195	0.4992	0.3029	0.0519	0.5644	0.1254	0.7053	0.4285	0.141	0.015954907	0.01934695	0.015874243	0.020025433	0.014379978	0.016057554	0.018464355	0.009048372	0.020238182	0.013849391	0.009531525	0.01543694	0.009737947	0.019004793	0.008777585	0.020275697	0.013697473	0.008292576	0.018855704	0.020030292	0.017924163	0.019064923	0.013659618	0.007658766	0.020338373	0.019280345	0.020325358	0.013809523	0.015655596	0.009460166	0.006776761	0.019100799	0.008437381	0.020334958	0.013923079	0.007907934	0.005342681	0.004644082	0.006422637	0.006020441	0.007543774	0.003559894	0.0061043	0.006202507	0.00585451	-0.570220458	9.169123645	2.337669306	45	2.130838171	0.9730965
LG2	18000001	18500000	0.3852	0.4906	0.3265	0.571	0.4031	0.362	0.4795	0.2125	0.5782	0.4125	0.2212	0.2706	0.2195	0.4197	0.151	0.4806	0.3223	0.1491	0.4243	0.5883	0.4952	0.4812	0.3264	0.0935	0.538	0.6111	0.561	0.3851	0.2822	0.213	0.0595	0.43	0.1325	0.5026	0.3378	0.1325	0.014360697	0.017783127	0.014733977	0.016948349	0.014787882	0.015164681	0.016401955	0.011017275	0.016374714	0.013996571	0.01074064	0.014663495	0.012275962	0.018128193	0.012299578	0.017484224	0.015058671	0.011788138	0.016425641	0.016418727	0.016236992	0.017498113	0.013472463	0.009663485	0.01671053	0.016921121	0.016899865	0.01456569	0.01438259	0.011653703	0.010941147	0.017745655	0.011457312	0.017178953	0.014994091	0.010999138	0.007449921	0.006601577	0.010176389	0.006223558	0.008651223	0.004990779	0.006243514	0.007855548	0.009357247	-6.631349656	8.749294872	5.171228513	37	8.689247562	0.8958086
LG2	18500001	19000000	0.3936	0.4137	0.3171	0.5633	0.3493	0.3344	0.4665	0.2272	0.6407	0.3752	0.2505	0.2842	0.2048	0.3738	0.1062	0.5521	0.2874	0.1054	0.4087	0.5631	0.3877	0.4309	0.3032	0.0548	0.5875	0.5642	0.6036	0.3379	0.3121	0.2055	0.0322	0.4013	0.1236	0.5738	0.301	0.1186	0.015436893	0.019349212	0.014842146	0.017117855	0.016318521	0.014787028	0.021626568	0.011973215	0.02006285	0.016938025	0.011816271	0.014681044	0.012080872	0.02042182	0.01126408	0.019907299	0.016467599	0.010808768	0.021145361	0.019805221	0.021007909	0.021235339	0.01639818	0.009429527	0.019491907	0.019003927	0.019631015	0.016857728	0.014948466	0.011921871	0.00993155	0.021619402	0.011522019	0.019961004	0.016839202	0.010842098	0.00842263	0.006616292	0.009735511	0.010094219	0.008970506	0.004811998	0.00962419	0.008063641	0.008948031	-7.809029445	12.81610879	6.606400592	27	1.604464966	0.9563898
LG2	19000001	19500000	0.5297	0.5414	0.4394	0.6178	0.4886	0.4177	0.5805	0.2332	0.6018	0.4098	0.1778	0.3472	0.2244	0.4626	0.0996	0.5012	0.2782	0.0766	0.5129	0.606	0.5607	0.4983	0.341	0.0532	0.5519	0.5963	0.533	0.3076	0.3214	0.203	0.0486	0.463	0.1113	0.493	0.2935	0.0691	0.019018577	0.01812022	0.018675174	0.017362102	0.016927763	0.0193748	0.021136491	0.012006988	0.017501888	0.013899649	0.011996575	0.017900492	0.013722753	0.021310641	0.012805359	0.017876399	0.014573015	0.013186114	0.020807793	0.017148413	0.017335804	0.021445452	0.014315095	0.011327395	0.017823187	0.015945957	0.017949488	0.014479109	0.017962812	0.013757973	0.013497071	0.021662525	0.013653893	0.018108982	0.015628831	0.013431249	0.007020382	0.006543978	0.011965361	0.006675541	0.009826932	0.004631116	0.006616585	0.011243617	0.012641116	-5.762397973	13.71798209	6.630743076	25	2.614297193	0.8733906
LG2	19500001	20000000	0.5375	0.5441	0.3751	0.6017	0.3987	0.3974	0.6173	0.3181	0.6879	0.5021	0.356	0.3582	0.3379	0.4802	0.1724	0.5661	0.3932	0.0978	0.4648	0.6387	0.5441	0.4933	0.3445	0.1052	0.5638	0.6183	0.5825	0.4088	0.3758	0.3051	0.0494	0.4784	0.142	0.571	0.3877	0.1097	0.014101998	0.01593388	0.015331118	0.014606028	0.012565996	0.014720686	0.01590055	0.011577925	0.013638044	0.013242931	0.011272115	0.014205696	0.01121071	0.016647634	0.01171563	0.014722234	0.01499496	0.009444068	0.016782798	0.014053721	0.015777803	0.016438782	0.014215056	0.010194077	0.014873087	0.014176303	0.014526089	0.015001665	0.015072935	0.011175913	0.00911809	0.017053786	0.011598038	0.014952397	0.015393112	0.009995461	0.006476077	0.003835571	0.008225433	0.004979692	0.009111708	0.003749362	0.005932332	0.008015137	0.00837475	-3.401908504	6.894248066	3.430862998	16	0.838439788	0.8951384
LG2	20000001	20500000	0.5033	0.5845	0.3829	0.6039	0.4388	0.4133	0.5971	0.3445	0.6159	0.501	0.3282	0.3441	0.2903	0.4948	0.063	0.5023	0.379	0.099	0.515	0.5911	0.5588	0.5471	0.4152	0.0682	0.5307	0.5757	0.5595	0.427	0.3817	0.3301	0.049	0.5227	0.1051	0.5451	0.3867	0.1381	0.012349307	0.014670511	0.011992376	0.014134962	0.01165217	0.011702923	0.014916313	0.010972006	0.013404346	0.013430943	0.01002602	0.012019813	0.010926075	0.016049091	0.008675956	0.013950675	0.01368514	0.008304349	0.015459567	0.012894834	0.015130632	0.015191746	0.013435069	0.007403914	0.014073896	0.013519182	0.013740538	0.013306309	0.012625646	0.011606838	0.008853715	0.01668629	0.009250185	0.014441692	0.013941918	0.009008027	0.004903275	0.004585453	0.008422715	0.004590511	0.007606507	0.004038925	0.005698272	0.006398094	0.00770944	-3.902517276	3.706223328	2.659638097	12	0	0.8903516
LG2	20500001	21000000	0.5105	0.6038	0.3974	0.5778	0.4575	0.4354	0.6208	0.2114	0.5973	0.4636	0.2692	0.3683	0.2567	0.5123	0.079	0.5095	0.3453	0.0869	0.5022	0.6103	0.5839	0.5526	0.3368	0.0532	0.5144	0.5884	0.5573	0.3978	0.3636	0.2588	0.0285	0.5061	0.0907	0.5069	0.3461	0.1083	0.017075601	0.018399154	0.016736655	0.012920014	0.015116119	0.016686728	0.019031418	0.012619808	0.014040187	0.0163864	0.012638875	0.015589581	0.013648087	0.019379056	0.011986973	0.014383792	0.01597521	0.011043067	0.019323091	0.013035196	0.018194431	0.019568045	0.016054019	0.01075829	0.014451033	0.013820448	0.014498449	0.016368862	0.015838285	0.014271843	0.010998132	0.019909296	0.012730631	0.014755336	0.016759314	0.011969316	0.00607901	0.006862647	0.01021767	0.004807473	0.010874168	0.004191402	0.006564416	0.008843866	0.010615865	-4.766345898	10.93259969	5.226198055	23	1.792349631	0.8551562
LG2	21000001	21500000	0.4424	0.5056	0.2997	0.5614	0.3903	0.3284	0.532	0.2006	0.5981	0.4338	0.2208	0.2547	0.2461	0.423	0.091	0.5067	0.3088	0.0987	0.429	0.5967	0.5053	0.4506	0.2943	0.0364	0.5021	0.5554	0.5235	0.3092	0.2915	0.2353	0.0563	0.4475	0.1095	0.523	0.3423	0.1388	0.016741173	0.017192123	0.015785276	0.018021704	0.015633725	0.016030006	0.017017569	0.012300997	0.017610241	0.015632003	0.012145208	0.014957164	0.013694654	0.017644129	0.012732932	0.017925388	0.015689207	0.012285232	0.017250212	0.016938551	0.015999056	0.016914645	0.014978868	0.010899318	0.018210176	0.017018277	0.01804584	0.015090599	0.015430726	0.01270694	0.011668411	0.017704198	0.012743311	0.018361297	0.015980626	0.012669783	0.00788154	0.006491465	0.010955866	0.005961112	0.011046668	0.005427975	0.007237031	0.009878478	0.010011056	-7.273964824	10.80059207	6.434523803	28	3.930671777	0.9240258
LG2	21500001	22000000	0.4942	0.5389	0.4322	0.6575	0.4462	0.4517	0.5424	0.2903	0.6775	0.4522	0.3125	0.3973	0.2983	0.4434	0.1052	0.582	0.3449	0.1375	0.4625	0.6054	0.4846	0.4717	0.3635	0.059	0.5967	0.6168	0.6033	0.3673	0.3691	0.2831	0.0361	0.4364	0.0959	0.5702	0.328	0.1196	0.015456031	0.016518858	0.015144742	0.019360859	0.014120817	0.015634606	0.016992804	0.011467389	0.019565645	0.014061199	0.011897732	0.014713002	0.01220229	0.01727834	0.009936629	0.020341103	0.013752018	0.010484708	0.017116245	0.01860433	0.015475843	0.017060508	0.013536153	0.008683824	0.020216467	0.019023021	0.020099512	0.013662617	0.014394381	0.0120762	0.009221648	0.01731674	0.010007448	0.020191323	0.013768094	0.010358784	0.005721907	0.006119449	0.008423828	0.006491854	0.007924737	0.00495521	0.006313192	0.007751841	0.008797582	-4.302707851	9.051197497	4.310911361	25	6.963284865	0.9413476
LG2	22000001	22500000	0.4106	0.4849	0.3127	0.6079	0.369	0.3341	0.4794	0.1414	0.6142	0.3481	0.1582	0.3079	0.1977	0.4096	0.06	0.5334	0.2556	0.0795	0.4066	0.5893	0.4456	0.4116	0.2367	0.0167	0.5303	0.5796	0.5513	0.2553	0.2799	0.1731	0.0242	0.3821	0.0562	0.4917	0.2437	0.0682	0.014970719	0.01859595	0.016239986	0.019722853	0.015517021	0.016800233	0.017657998	0.01138747	0.020138847	0.013652052	0.011594199	0.015929181	0.012336033	0.019207451	0.011832711	0.020317902	0.014870099	0.012258924	0.018961427	0.01847887	0.017649769	0.01901404	0.014277614	0.011186353	0.020255796	0.019056839	0.020364481	0.014923636	0.016459922	0.012807264	0.011760787	0.019485527	0.012698911	0.019935473	0.015802762	0.012972305	0.007202378	0.007149855	0.010471227	0.007540884	0.011214299	0.005153256	0.008321643	0.010890928	0.011995252	-9.141625503	12.03107561	7.263577815	30	4.574785668	0.9538774
LG2	22500001	23000000	0.2752	0.3929	0.2514	0.534	0.2859	0.2551	0.3289	0.069	0.4833	0.1581	0.0742	0.2353	0.0922	0.3317	0.047	0.4536	0.1625	0.0505	0.3266	0.5101	0.3584	0.3135	0.1443	0.0217	0.4639	0.5088	0.4574	0.1371	0.2546	0.078	0.0192	0.3384	0.037	0.4503	0.1594	0.0343	0.015707965	0.016924024	0.015344256	0.017283332	0.014853217	0.015758711	0.017106391	0.012365909	0.017599924	0.013323674	0.012747428	0.014950634	0.012967955	0.01780784	0.012259779	0.017413822	0.013832364	0.012611293	0.017576978	0.016449023	0.016774554	0.017306249	0.013259476	0.011945343	0.017408392	0.01691472	0.01768132	0.013475695	0.015477658	0.012567963	0.011691671	0.018135439	0.01205886	0.017478409	0.013798421	0.012249782	0.008399585	0.010951056	0.011442391	0.008516737	0.011605457	0.004941197	0.009678031	0.011999367	0.011099119	-14.26003408	9.792430698	8.861906252	27	5.127968248	0.9430898
LG2	23000001	23500000	0.4742	0.531	0.4093	0.6845	0.4081	0.4161	0.5128	0.2343	0.6891	0.4487	0.2393	0.356	0.231	0.4576	0.1252	0.6099	0.3555	0.126	0.4771	0.6492	0.4982	0.4721	0.386	0.0464	0.6425	0.6667	0.6387	0.3879	0.3671	0.2446	0.046	0.4638	0.1374	0.6196	0.3643	0.1295	0.013990922	0.01712078	0.014041403	0.018366673	0.012209217	0.014250338	0.016565714	0.009937476	0.018948823	0.013519429	0.010021681	0.013336547	0.010600786	0.017373138	0.009767157	0.019045569	0.013620667	0.009788231	0.016965978	0.018115739	0.015935285	0.016914594	0.013551066	0.00794844	0.018920828	0.018037202	0.018940232	0.013638281	0.013503027	0.01061527	0.008741011	0.017323823	0.00979663	0.018889828	0.013602194	0.009669883	0.005616053	0.005593465	0.008221803	0.006334056	0.007408273	0.003526346	0.005719469	0.007419347	0.007791166	-3.944294204	7.264320074	3.296304995	41	3.649685036	0.9760729
LG2	23500001	24000000	0.5525	0.627	0.4985	0.7586	0.5698	0.5318	0.5678	0.2625	0.7199	0.5302	0.2627	0.4872	0.26	0.5496	0.1289	0.6812	0.4765	0.13	0.53	0.7134	0.6196	0.5612	0.4849	0.0886	0.6827	0.7572	0.71	0.5025	0.4947	0.253	0.0396	0.5513	0.1257	0.6843	0.4782	0.1242	0.015250269	0.018074299	0.015232247	0.021050455	0.013978013	0.015441086	0.018078695	0.010385435	0.021477253	0.01441594	0.00969167	0.014695765	0.010079299	0.018867159	0.008738054	0.021471583	0.014338752	0.008236103	0.01826235	0.020527973	0.018197308	0.018668103	0.014931807	0.007879303	0.02133816	0.020698998	0.021561734	0.014494758	0.014868835	0.009900455	0.007095238	0.018791269	0.008676845	0.021512619	0.014266895	0.008119649	0.004256989	0.005675204	0.006598974	0.005509445	0.007131493	0.003226251	0.004195429	0.006249284	0.006561419	0.581694277	9.550421296	1.867716617	58	4.948027785	0.9793917
LG3	1	500000	0.6508	0.7365	0.6313	0.8522	0.6217	0.6603	0.6994	0.2238	0.8292	0.5993	0.2679	0.6239	0.2427	0.6868	0.1061	0.8113	0.5765	0.1546	0.6871	0.797	0.7194	0.7035	0.5802	0.117	0.8179	0.8406	0.8326	0.609	0.6436	0.2605	0.0702	0.7001	0.1307	0.824	0.5932	0.1825	0.008280956	0.013059751	0.008531939	0.015514996	0.007022158	0.008596013	0.013059099	0.003753814	0.015333241	0.007612581	0.003809456	0.008541891	0.003875787	0.013358956	0.003247127	0.015292535	0.007834064	0.00331136	0.013322728	0.015169103	0.012863992	0.013363166	0.007873064	0.003091785	0.01535754	0.015294111	0.015346626	0.007935275	0.008451673	0.003800197	0.002863219	0.013296518	0.003224775	0.015286032	0.007746906	0.003296834	0.001743139	0.002308682	0.002646518	0.002893089	0.002702647	0.001486439	0.001933816	0.00230055	0.00236181	6.58545771	-5.418724639	-3.317026303	87	1.077949607	0.9874693
LG3	500001	1000000	0.6137	0.6088	0.5291	0.7776	0.6104	0.5659	0.6195	0.2615	0.7993	0.6481	0.3081	0.5355	0.285	0.5728	0.1165	0.7427	0.5668	0.1647	0.563	0.7066	0.6176	0.5899	0.5628	0.0828	0.7374	0.8006	0.7606	0.5998	0.5747	0.3352	0.0645	0.6	0.1815	0.7715	0.6092	0.2332	0.0090837	0.012882889	0.009200282	0.016367756	0.008871009	0.009352622	0.013044277	0.004721937	0.016328894	0.009227252	0.004731514	0.00912297	0.004764091	0.013083069	0.004263271	0.01622081	0.009323438	0.00432736	0.013088367	0.016577072	0.012835971	0.013203823	0.009444319	0.003850002	0.016216843	0.016347101	0.016324431	0.009550557	0.009108653	0.004709206	0.003334693	0.013048991	0.004393088	0.016159235	0.009338927	0.004473607	0.002589023	0.002166828	0.003266164	0.004491097	0.00357437	0.002281202	0.002115664	0.00304109	0.002629999	3.889112962	-3.422918318	-2.200879262	79	0.713032249	0.9904357
LG3	1000001	1500000	0.6639	0.6043	0.5665	0.8489	0.6055	0.626	0.598	0.2062	0.8385	0.5301	0.2618	0.568	0.2475	0.5369	0.0899	0.7667	0.4285	0.1644	0.5279	0.7229	0.576	0.5774	0.4259	0.0702	0.7764	0.8063	0.8083	0.4807	0.6252	0.2743	0.0638	0.5768	0.1155	0.7958	0.475	0.1968	0.010669458	0.014575459	0.011000425	0.018610776	0.009568155	0.010718536	0.014267405	0.00482454	0.018057874	0.007980363	0.00456914	0.011033387	0.005244792	0.014823904	0.005015089	0.018225879	0.008258126	0.004989553	0.014724389	0.01839482	0.013913772	0.014671166	0.008130021	0.004153357	0.018332521	0.018148389	0.018381648	0.008183377	0.010715086	0.004625363	0.003994468	0.014415182	0.004443978	0.018137607	0.008195799	0.004617155	0.002172977	0.002277081	0.003951567	0.005252791	0.00403686	0.001601013	0.00312343	0.0031976	0.003119577	2.699295803	-1.385068078	-1.864227459	89	2.510854394	0.9892938
LG3	1500001	2000000	0.5008	0.5996	0.4502	0.7788	0.4731	0.4596	0.6434	0.163	0.8181	0.5545	0.2044	0.504	0.2885	0.6538	0.1888	0.8127	0.5434	0.1719	0.6011	0.7606	0.6437	0.612	0.482	0.0946	0.7811	0.8236	0.7862	0.4932	0.5138	0.3013	0.0323	0.6628	0.2009	0.8235	0.5583	0.1838	0.00843953	0.013241488	0.008501464	0.017889679	0.007524873	0.008634875	0.013447075	0.004024991	0.017758304	0.007799168	0.004292265	0.008332197	0.004328277	0.013587435	0.004198775	0.017691065	0.007664536	0.003989461	0.013465555	0.018011103	0.012883442	0.013638439	0.007767247	0.004031539	0.017796862	0.017727524	0.017844028	0.007848567	0.008249524	0.004261356	0.002467309	0.013487429	0.004138596	0.017599157	0.007599126	0.003944094	0.003469518	0.002550575	0.002431372	0.003816314	0.003484431	0.001868697	0.00232585	0.003365383	0.002209011	3.085902096	-3.990513492	-2.322964278	77	1.48673758	0.988382
LG3	2000001	2500000	0.6754	0.6721	0.5802	0.847	0.6524	0.5982	0.6517	0.2689	0.8387	0.6512	0.3248	0.6024	0.3433	0.6067	0.1509	0.7947	0.5773	0.1888	0.5814	0.7646	0.6421	0.5943	0.552	0.0757	0.7886	0.8338	0.7956	0.5672	0.6273	0.3629	0.0847	0.6226	0.1449	0.8129	0.6019	0.1774	0.008070722	0.011849756	0.008043078	0.016618022	0.007625331	0.008085787	0.011347126	0.004065712	0.016412751	0.00802522	0.004290109	0.008046597	0.004420662	0.011479757	0.003784143	0.016434434	0.007934357	0.003873731	0.011367981	0.016458517	0.011308165	0.011413332	0.007932593	0.003363587	0.016430883	0.016220854	0.016410281	0.007872063	0.008063289	0.004239771	0.002872017	0.011427494	0.003512556	0.016247539	0.007922776	0.003570891	0.001632129	0.001789906	0.002600533	0.003460968	0.003056238	0.001612931	0.001878782	0.002798646	0.002283984	5.665651383	-5.770923684	-3.18075334	80	0.718930871	0.9909292
LG3	2500001	3000000	0.628	0.6463	0.5323	0.8423	0.5912	0.5733	0.6092	0.2149	0.8186	0.54	0.3092	0.5759	0.3281	0.5971	0.1741	0.7967	0.5091	0.2229	0.5426	0.7637	0.6032	0.583	0.4204	0.1061	0.7694	0.8208	0.7921	0.4806	0.5601	0.2949	0.0472	0.5792	0.14	0.7837	0.4821	0.1998	0.009017045	0.012203687	0.008720239	0.016965885	0.007882781	0.008491719	0.012151144	0.004862423	0.017044428	0.007846038	0.005178772	0.008408854	0.005224388	0.012354732	0.004801871	0.016872689	0.007901442	0.004686116	0.012032424	0.016836879	0.011821371	0.012076296	0.007514663	0.004327487	0.016880698	0.016784474	0.016911731	0.007512748	0.008519332	0.005140895	0.003318745	0.012210378	0.004654473	0.01680045	0.007738935	0.00464088	0.001921269	0.002617183	0.002904718	0.003924521	0.003989322	0.00165597	0.002565274	0.003174161	0.003160709	3.602798677	-4.420528993	-2.344584496	79	0.389342331	0.9896194
LG3	3000001	3500000	0.5219	0.5541	0.4458	0.7722	0.5111	0.4846	0.4851	0.1594	0.7487	0.452	0.2002	0.4683	0.2337	0.4896	0.1306	0.7208	0.4224	0.1479	0.4538	0.7062	0.5273	0.4865	0.3822	0.0633	0.7088	0.7706	0.7349	0.4243	0.4889	0.2425	0.0587	0.5046	0.1405	0.7327	0.437	0.1601	0.009023678	0.011546368	0.009139622	0.013373862	0.008052266	0.009317999	0.010326102	0.005347193	0.012874279	0.007529911	0.00533158	0.008889983	0.005660721	0.011182705	0.005430017	0.012974935	0.007655518	0.005222959	0.010898688	0.013529027	0.010677471	0.011072109	0.007630443	0.004859249	0.013365271	0.013038676	0.013390409	0.007767324	0.008984259	0.00548311	0.004249944	0.011203709	0.005365467	0.013317087	0.007610463	0.005159629	0.002910576	0.003504732	0.003978767	0.004484944	0.004696486	0.001510691	0.002774315	0.004026123	0.003620211	-1.112918123	-5.888888667	-1.391105605	74	2.283046002	0.9850972
LG3	3500001	4000000	0.4274	0.5159	0.308	0.7237	0.3912	0.3505	0.5912	0.243	0.7937	0.5051	0.3373	0.3263	0.3441	0.5246	0.1414	0.7235	0.3714	0.1224	0.4936	0.7156	0.5835	0.5214	0.3726	0.0752	0.7148	0.7948	0.7402	0.4035	0.3274	0.3334	0.0456	0.5161	0.109	0.7246	0.3849	0.0809	0.007587814	0.011608809	0.007560595	0.014638746	0.007048164	0.007659299	0.011910384	0.005391043	0.015101702	0.006888192	0.005995303	0.007514332	0.006397888	0.012316214	0.005526045	0.015245335	0.006861099	0.005025012	0.011967956	0.015423329	0.01178678	0.012026996	0.007162163	0.00486062	0.015061141	0.014869645	0.015221709	0.007007016	0.007501777	0.006237738	0.004358085	0.012087717	0.005197877	0.015189771	0.007009949	0.00459453	0.004202063	0.002451038	0.004032105	0.004373103	0.004613073	0.001741778	0.002476871	0.003946711	0.003958988	-1.929358518	-5.509386091	-1.320017197	67	1.161043968	0.9737497
LG3	4000001	4500000	0.5158	0.592	0.4814	0.7854	0.524	0.5184	0.5239	0.0977	0.7374	0.4114	0.1231	0.5114	0.1805	0.5369	0.1067	0.7319	0.4068	0.082	0.4901	0.705	0.5488	0.5287	0.3699	0.0601	0.7109	0.7528	0.7374	0.4076	0.5467	0.2254	0.047	0.561	0.152	0.7504	0.4331	0.1231	0.010115278	0.014241903	0.010308048	0.016833202	0.009666698	0.010393492	0.013466514	0.0054407	0.016753557	0.008702235	0.005286819	0.010455677	0.005782	0.014103013	0.005489146	0.01695775	0.008910959	0.004927787	0.013415786	0.017540779	0.013469637	0.013904014	0.008779471	0.005175377	0.016983212	0.016832003	0.017009089	0.008937879	0.010480943	0.005876969	0.004227326	0.014018098	0.005612023	0.016910226	0.008800381	0.004981695	0.002907716	0.004150008	0.004141281	0.004990343	0.004986657	0.002061712	0.00384538	0.004356206	0.00358996	-1.021907615	-1.735982686	-0.690101085	67	1.170852833	0.9788777
LG3	4500001	5000000	0.6052	0.6551	0.5388	0.82	0.5911	0.6243	0.5767	0.1995	0.7725	0.5503	0.2457	0.4873	0.219	0.5254	0.1826	0.7205	0.4738	0.2291	0.4853	0.7481	0.5757	0.5465	0.4243	0.0888	0.7172	0.7665	0.7677	0.5079	0.4818	0.1908	0.051	0.5058	0.1459	0.7003	0.4504	0.1753	0.010467504	0.013464468	0.010838509	0.016473828	0.010020062	0.011550402	0.012281108	0.005871362	0.016212948	0.010225757	0.00540635	0.009627953	0.005915292	0.012653913	0.0065035	0.016165692	0.010310111	0.006324381	0.011994582	0.015822362	0.01241919	0.011999765	0.009494283	0.004953161	0.015956651	0.015890919	0.015972558	0.009619382	0.010026469	0.005874268	0.005167748	0.012621919	0.006292131	0.016250666	0.010182125	0.005935113	0.002470988	0.003250072	0.004547477	0.004062703	0.00496265	0.001992806	0.00331482	0.003605389	0.004829257	1.596432451	-1.872663957	-1.124120652	68	0.492799962	0.9650718
LG3	5000001	5500000	0.6779	0.7108	0.5492	0.8263	0.6075	0.5833	0.7352	0.2461	0.853	0.6646	0.266	0.5737	0.336	0.6636	0.1031	0.7868	0.5514	0.164	0.6422	0.7992	0.7203	0.667	0.5262	0.0599	0.774	0.8403	0.7968	0.5614	0.6462	0.4253	0.1552	0.7161	0.1985	0.8321	0.6339	0.2347	0.009294499	0.013482783	0.009386342	0.016834734	0.007656811	0.009291057	0.013233496	0.004139946	0.016675381	0.007853461	0.003866384	0.009409093	0.004616666	0.013457628	0.004087723	0.016652083	0.008049038	0.004197029	0.013325577	0.016762663	0.01286501	0.013375933	0.008034971	0.003705559	0.016623475	0.01630076	0.016674579	0.007980705	0.009393084	0.004405569	0.003501193	0.013383975	0.004156501	0.016553428	0.008087775	0.004012666	0.002260768	0.001612939	0.003122501	0.002845525	0.003651348	0.001623293	0.001859048	0.003069399	0.002068062	6.861078435	-3.908903745	-3.023831272	74	1.43280689	0.9932483
LG3	5500001	6000000	0.5091	0.6146	0.5215	0.7895	0.5445	0.5278	0.5579	0.1868	0.7473	0.4554	0.1846	0.5194	0.1491	0.5577	0.1541	0.7345	0.4443	0.1552	0.5615	0.7001	0.5836	0.5596	0.4576	0.0596	0.7473	0.7694	0.7528	0.4603	0.5717	0.2234	0.0529	0.5959	0.2135	0.7702	0.5006	0.2252	0.009054364	0.014043427	0.009296266	0.015936109	0.008710758	0.009308072	0.014107502	0.005412888	0.01579821	0.008404213	0.005363956	0.00955687	0.005076011	0.01424126	0.005193153	0.015962077	0.008418527	0.00517621	0.014182857	0.016072326	0.013502639	0.014259777	0.00847129	0.004225342	0.015859163	0.015761769	0.015895678	0.008428689	0.009565518	0.005217861	0.003810191	0.014324888	0.005137781	0.015920517	0.00841887	0.00521686	0.002632122	0.003869926	0.003907623	0.00497916	0.003846115	0.002165798	0.003026935	0.003826217	0.00298054	1.277253929	-2.846490845	-1.316280638	62	0	0.9886971
LG3	6000001	6500000	0.5873	0.7055	0.5799	0.8169	0.6116	0.5795	0.66	0.2223	0.7878	0.5319	0.2296	0.5619	0.2394	0.6443	0.1274	0.7641	0.5066	0.1478	0.6543	0.7879	0.6857	0.6535	0.5211	0.0625	0.7825	0.8161	0.7836	0.5247	0.5863	0.2613	0.0568	0.6622	0.1729	0.7799	0.5335	0.1741	0.010569905	0.015686706	0.010743709	0.018478628	0.009735136	0.010725718	0.015251458	0.005381407	0.018388548	0.008863811	0.00544015	0.010731647	0.005742133	0.01544553	0.004727758	0.018256163	0.009029329	0.004918877	0.015316948	0.018773561	0.014407337	0.015414672	0.009010558	0.004065578	0.01833941	0.017620997	0.018323017	0.009089909	0.010696429	0.005611838	0.00395873	0.015419275	0.004857157	0.018255971	0.009036645	0.004869676	0.002592833	0.003460634	0.003780724	0.003450092	0.003654509	0.001861248	0.002644915	0.00363983	0.003322777	4.230536934	-0.438049785	-1.888320311	74	0	0.9936316
