scaffold	start	end	Fst_AUR_ARI	Fst_BIF_ARI	Fst_CAL_ARI	Fst_CLV_ARI	Fst_FLE_ARI	Fst_LON_ARI	Fst_AUR_BIF	Fst_AUR_CAL	Fst_AUR_CLV	Fst_AUR_FLE	Fst_LON_AUR	Fst_ARI_AUS	Fst_AUR_AUS	Fst_BIF_AUS	Fst_CAL_AUS	Fst_CLV_AUS	Fst_FLE_AUS	Fst_LON_AUS	Fst_CAL_BIF	Fst_CLV_BIF	Fst_FLE_BIF	Fst_LON_BIF	Fst_CAL_FLE	Fst_LON_CAL	Fst_CAL_CLV	Fst_FLE_CLV	Fst_LON_CLV	Fst_LON_FLE	Fst_PUN_ARI	Fst_PUN_AUR	Fst_PUN_AUS	Fst_PUN_BIF	Fst_PUN_CAL	Fst_PUN_CLV	Fst_PUN_FLE	Fst_PUN_LON	dxy_AUR_ARI	dxy_BIF_ARI	dxy_CAL_ARI	dxy_CLV_ARI	dxy_FLE_ARI	dxy_LON_ARI	dxy_AUR_BIF	dxy_AUR_CAL	dxy_AUR_CLV	dxy_AUR_FLE	dxy_LON_AUR	dxy_ARI_AUS	dxy_AUR_AUS	dxy_BIF_AUS	dxy_CAL_AUS	dxy_CLV_AUS	dxy_FLE_AUS	dxy_LON_AUS	dxy_CAL_BIF	dxy_CLV_BIF	dxy_FLE_BIF	dxy_LON_BIF	dxy_CAL_FLE	dxy_LON_CAL	dxy_CAL_CLV	dxy_FLE_CLV	dxy_LON_CLV	dxy_LON_FLE	dxy_PUN_ARI	dxy_PUN_AUR	dxy_PUN_AUS	dxy_PUN_BIF	dxy_PUN_CAL	dxy_PUN_CLV	dxy_PUN_FLE	dxy_PUN_LON	pi_ARI	pi_AUR	pi_AUS	pi_BIF	pi_CAL	pi_CLV	pi_FLE	pi_LON	pi_PUN	fst_Prin1	dxy_Prin1	pi_Prin1	gene_count_per_window	cm/mb	tree_concordance
LG1	1	500000	0.5154	0.6812	0.5155	0.7207	0.5223	0.4958	0.5799	0.1308	0.6772	0.4865	0.1572	0.5556	0.2047	0.6267	0.138	0.7031	0.5149	0.122	0.602	0.7235	0.6753	0.5905	0.4839	0.0554	0.6931	0.7262	0.6778	0.482	0.59	0.2499	0.0823	0.6558	0.2037	0.727	0.5508	0.1839	0.01086037	0.01522249	0.010410351	0.014481279	0.008331802	0.010472942	0.013251569	0.005560856	0.014739357	0.009596337	0.006047665	0.010735458	0.00601986	0.013845871	0.005269744	0.014632673	0.009099639	0.005328727	0.013727135	0.014538557	0.013619472	0.01392619	0.009033445	0.005061556	0.014658097	0.013628955	0.014607977	0.009023664	0.010903653	0.006094238	0.003927037	0.013946291	0.005427796	0.014713237	0.009275028	0.005473741	0.003206843	0.004608236	0.003743279	0.003441933	0.004495435	0.0027674	0.002827466	0.004851767	0.002968644	1.542536826	-2.309664695	-0.958263037	71	2.671872895	0.9702049
LG1	500001	1000000	0.4344	0.5663	0.5201	0.7241	0.5537	0.5246	0.3084	0.1214	0.5364	0.2609	0.1052	0.5121	0.1136	0.4288	0.1111	0.6204	0.3257	0.0941	0.4261	0.586	0.4813	0.4183	0.2898	0.0875	0.6311	0.6762	0.6273	0.322	0.5267	0.1373	0.0277	0.4473	0.1578	0.6431	0.354	0.1294	0.010421272	0.012524888	0.010002605	0.013146748	0.009134883	0.010053221	0.010540333	0.006899192	0.012771809	0.008116184	0.006680761	0.009654382	0.006618186	0.011211897	0.00543968	0.012775305	0.007303156	0.005241966	0.011503304	0.012734214	0.011733561	0.011344309	0.006951506	0.005354007	0.013085364	0.012863179	0.012940608	0.0074119	0.00946899	0.006664916	0.004321204	0.011220736	0.005693118	0.012759392	0.007382456	0.005345658	0.002313313	0.006502357	0.004312382	0.005432043	0.004557144	0.00281914	0.003385705	0.004467652	0.003887466	-5.143599071	-4.949752685	-0.090531507	67	0.183166127	0.9242797
LG1	1000001	1500000	0.5309	0.5513	0.4896	0.7095	0.4836	0.4657	0.4689	0.1798	0.6743	0.3755	0.1291	0.4825	0.1717	0.4519	0.1149	0.6303	0.3477	0.0984	0.4612	0.6274	0.4875	0.4314	0.3636	0.0681	0.6612	0.669	0.6429	0.3237	0.5296	0.2014	0.0547	0.4919	0.1514	0.672	0.3813	0.1257	0.008291421	0.010429076	0.00770361	0.01112847	0.007344504	0.008081235	0.009700974	0.004755965	0.011875142	0.006952042	0.004961353	0.00809815	0.005136099	0.00986297	0.004511025	0.011595373	0.006982607	0.004977957	0.009825175	0.011754628	0.010003692	0.00976701	0.006829025	0.004299783	0.011526434	0.011928653	0.011932179	0.007001643	0.008240264	0.005000014	0.003997217	0.01001707	0.004411992	0.012313721	0.006944291	0.004874567	0.002252884	0.003487711	0.00394326	0.004545844	0.00351288	0.002311343	0.003342534	0.004385507	0.003260773	-3.543147948	-8.124432082	-1.365784992	73	2.293886911	0.984721
LG1	1500001	2000000	0.5044	0.5836	0.5316	0.796	0.5115	0.5028	0.4778	0.1691	0.715	0.4137	0.1309	0.4717	0.1616	0.4675	0.1508	0.6744	0.3734	0.1393	0.5038	0.7077	0.5245	0.482	0.4344	0.0773	0.7391	0.7397	0.7147	0.4082	0.5086	0.1861	0.1161	0.5045	0.184	0.7148	0.4148	0.163	0.009901988	0.012370113	0.009851165	0.01273423	0.008515712	0.009858151	0.012275461	0.005889938	0.012871877	0.008840343	0.005871155	0.00985678	0.006429908	0.012518176	0.006109616	0.012884702	0.008550415	0.006261653	0.012363776	0.013153264	0.011711505	0.012438145	0.008615515	0.005054135	0.012918057	0.012561328	0.012956766	0.008787997	0.009761683	0.006301738	0.005695215	0.012573023	0.005840256	0.01282256	0.008593691	0.006023899	0.002615063	0.004676739	0.004970717	0.004734521	0.004076873	0.001446546	0.003441122	0.004708111	0.00414545	-0.93952859	-4.011460192	-0.837105701	61	1.383548452	0.9701014
LG1	2000001	2500000	0.5009	0.6458	0.4886	0.7984	0.5765	0.4805	0.5212	0.1806	0.7185	0.4565	0.178	0.5361	0.2604	0.5993	0.1588	0.7535	0.47	0.1546	0.5546	0.7411	0.65	0.5466	0.4345	0.0392	0.7253	0.8072	0.7166	0.4262	0.5855	0.3056	0.0744	0.6392	0.23	0.7925	0.5203	0.2161	0.009434487	0.013373257	0.009181548	0.015690028	0.008181321	0.009266172	0.012124506	0.006087232	0.015381244	0.008249419	0.006212443	0.009092444	0.006354082	0.013364741	0.005231408	0.015609548	0.007459817	0.005333254	0.013125128	0.015707035	0.013170916	0.013238575	0.007996056	0.004826169	0.015541192	0.015323495	0.015576485	0.008088664	0.008927355	0.006160219	0.003387822	0.013225366	0.00534289	0.015493008	0.007286693	0.005363715	0.002469407	0.004399711	0.00335722	0.003870151	0.004401013	0.001791805	0.002294284	0.004626996	0.002520784	1.914511149	-3.562120264	-1.626804934	69	1.382417793	0.9898397
LG1	2500001	3000000	0.5514	0.617	0.5181	0.8164	0.5756	0.5079	0.5396	0.1774	0.7726	0.4479	0.1383	0.5293	0.2135	0.5487	0.1293	0.7668	0.4243	0.108	0.5276	0.7337	0.5789	0.5158	0.4168	0.031	0.7552	0.8082	0.7529	0.3927	0.5922	0.2811	0.0812	0.592	0.176	0.81	0.4945	0.1571	0.010350063	0.013932754	0.010211732	0.015209029	0.009407119	0.010312435	0.013268215	0.005864321	0.015363288	0.008478492	0.00566679	0.010165065	0.006012057	0.013570746	0.005393056	0.015310447	0.008255168	0.005397167	0.013428114	0.015244584	0.013242303	0.01347839	0.008369746	0.004848824	0.015119583	0.015286692	0.015199407	0.008352163	0.010259386	0.00600589	0.004100559	0.013554561	0.005175831	0.015184573	0.008301261	0.005225554	0.002680826	0.004029309	0.00406134	0.004778573	0.004513592	0.001439933	0.003017551	0.004816461	0.002960305	1.045139685	-2.739126443	-1.243035155	63	2.269253152	0.9884925
LG1	3000001	3500000	0.6656	0.7033	0.6028	0.8503	0.5833	0.6257	0.6363	0.1722	0.8099	0.5051	0.2046	0.6277	0.255	0.6244	0.1584	0.7873	0.481	0.1578	0.5804	0.7788	0.6154	0.6111	0.4465	0.0751	0.7719	0.7781	0.7854	0.4676	0.6493	0.263	0.0988	0.6479	0.1572	0.7971	0.4996	0.144	0.009750317	0.013223191	0.010026178	0.017214854	0.008600163	0.009922356	0.012244165	0.004384016	0.016580002	0.008254417	0.004374199	0.009693181	0.004611276	0.012547557	0.004542377	0.016659175	0.008440822	0.004283836	0.012216836	0.016347435	0.0124644	0.012506195	0.008589712	0.004062186	0.016606442	0.016735894	0.016677671	0.008532143	0.009692964	0.00438272	0.003426041	0.012456363	0.00430174	0.016559735	0.008390145	0.003942769	0.001721787	0.002646268	0.003011717	0.003417592	0.003761151	0.001730154	0.003271355	0.003348034	0.002659017	4.015704124	-3.754175286	-2.398140288	71	3.372479585	0.9903349
LG1	3500001	4000000	0.6129	0.6633	0.5627	0.7963	0.6137	0.562	0.609	0.2344	0.7682	0.5477	0.2299	0.5521	0.2761	0.5691	0.1289	0.713	0.4996	0.1133	0.5708	0.7267	0.6399	0.5719	0.5034	0.0615	0.7314	0.7854	0.7306	0.4975	0.5839	0.3129	0.0454	0.5959	0.1505	0.7409	0.5315	0.1471	0.011872535	0.015540986	0.011766278	0.017367328	0.010870019	0.011880047	0.01512075	0.006425476	0.017330588	0.010690691	0.00636937	0.01188356	0.007092494	0.015461075	0.005887542	0.01728739	0.01094811	0.005719031	0.015137061	0.017588203	0.015437032	0.015201486	0.010776233	0.00514005	0.017267499	0.017201678	0.017361569	0.010727368	0.011913475	0.007087875	0.00469889	0.015435644	0.005732318	0.01725694	0.010931266	0.005709294	0.002654387	0.003628272	0.004615834	0.004609653	0.004608334	0.002299963	0.0030194	0.004643213	0.004002628	2.471363556	1.2461417	-0.871168969	60	3.46067687	0.9791501
LG1	4000001	4500000	0.4971	0.5766	0.4077	0.7593	0.4904	0.4591	0.5435	0.1496	0.745	0.4814	0.2183	0.4275	0.254	0.5265	0.1182	0.6956	0.4009	0.125	0.4724	0.7064	0.5785	0.5061	0.3871	0.0625	0.6762	0.7682	0.7098	0.44	0.4473	0.2894	0.0422	0.5502	0.1588	0.7161	0.4332	0.1645	0.011233967	0.014746849	0.011343377	0.017509715	0.009830534	0.011535246	0.014529504	0.007259658	0.017538682	0.010626851	0.007533399	0.010858466	0.008110566	0.015422034	0.007577411	0.01798482	0.010111027	0.007070042	0.01466185	0.017093094	0.014255742	0.014682477	0.010710088	0.006844326	0.017938811	0.017486802	0.017985814	0.010865462	0.010630529	0.008199779	0.005666864	0.015319642	0.007765964	0.017935134	0.010160229	0.00718052	0.003798546	0.004471655	0.005561705	0.004994868	0.006665648	0.002185147	0.003539397	0.005636461	0.00489765	-1.130329628	1.543067747	0.428612722	57	2.851189362	0.9862406
LG1	4500001	5000000	0.5277	0.6569	0.5305	0.7763	0.5553	0.5611	0.5067	0.1611	0.673	0.4719	0.2036	0.533	0.2122	0.5631	0.1507	0.6929	0.4872	0.1957	0.543	0.7072	0.6267	0.5692	0.4833	0.1095	0.6915	0.7581	0.7188	0.5126	0.5219	0.26	0.1105	0.5698	0.2044	0.6998	0.475	0.2402	0.011636152	0.015181268	0.011415092	0.016112315	0.009398789	0.011439272	0.013680371	0.006994741	0.015462387	0.01102263	0.007150875	0.011018505	0.007354159	0.014689613	0.006285653	0.015381649	0.010454219	0.006517438	0.01441669	0.016064618	0.014860834	0.014578859	0.010769404	0.005782584	0.01546039	0.015508563	0.015542681	0.010858059	0.010433663	0.008033855	0.005476709	0.014858133	0.006918537	0.015267414	0.009969266	0.007046127	0.002787189	0.005544997	0.004508802	0.004412332	0.005012298	0.002214604	0.003130508	0.004439709	0.004351844	1.654697468	0.2491104	-0.441428142	52	5.123071452	0.9647089
LG1	5000001	5500000	0.3272	0.3945	0.2208	0.5921	0.3258	0.3153	0.2195	0.0962	0.4937	0.2283	0.1029	0.311	0.1268	0.2589	0.0613	0.5072	0.2468	0.0721	0.2089	0.5347	0.3284	0.2572	0.193	0.044	0.4549	0.5591	0.5188	0.243	0.319	0.1382	0.0345	0.2646	0.0781	0.5019	0.235	0.094	0.012412372	0.013480902	0.010923306	0.014982837	0.01034902	0.011505229	0.012013366	0.01071917	0.015020468	0.011088394	0.009618329	0.011484817	0.010016457	0.012525006	0.009682708	0.015131123	0.010894131	0.008731008	0.01279782	0.015633802	0.01281789	0.012420223	0.011236749	0.009432404	0.015244584	0.014675689	0.015295216	0.0108668	0.011592537	0.010322317	0.008154896	0.012786221	0.010055367	0.014971629	0.010756023	0.009163622	0.005476922	0.008428225	0.007594024	0.007776494	0.009836546	0.003359111	0.006340452	0.007867141	0.007680084	-12.73847466	1.436658238	4.532123965	55	2.36345799	0.923876
LG1	5500001	6000000	0.4005	0.4062	0.3633	0.507	0.383	0.375	0.2869	0.1142	0.5247	0.3204	0.1344	0.3343	0.1783	0.326	0.098	0.4987	0.3224	0.1031	0.2883	0.4748	0.3552	0.308	0.2967	0.0356	0.5054	0.5436	0.5137	0.3182	0.2993	0.1436	0.0507	0.301	0.0712	0.4394	0.2823	0.0693	0.011410818	0.013902785	0.011089866	0.013005753	0.010318546	0.011166897	0.011801594	0.007998338	0.013147787	0.010316464	0.008189585	0.010176676	0.008588383	0.012844635	0.007735739	0.012253156	0.01074718	0.007714685	0.012278701	0.014375436	0.012712926	0.012608857	0.010325606	0.007158662	0.012759375	0.012888991	0.013000434	0.01071606	0.011290059	0.008779061	0.007416322	0.013537847	0.007871276	0.014403469	0.010837363	0.007843743	0.005270698	0.006407232	0.006337676	0.008038514	0.006925971	0.004583425	0.005486467	0.006730075	0.00712767	-10.75762796	-0.816014609	3.424322075	46	3.189510619	0.9055068
LG1	6000001	6500000	0.3087	0.3029	0.2415	0.5449	0.2828	0.248	0.1389	0.1091	0.4784	0.1853	0.1143	0.2201	0.1274	0.1593	0.0598	0.4671	0.1519	0.0815	0.1317	0.4948	0.2106	0.1489	0.1434	0.06	0.449	0.4955	0.4618	0.1389	0.2411	0.1191	0.0415	0.1509	0.0453	0.445	0.1381	0.0479	0.007620524	0.008126742	0.007009027	0.009426946	0.006903496	0.00729568	0.006611702	0.006350366	0.009701111	0.006562258	0.006470308	0.006824121	0.006377842	0.007225011	0.005818103	0.009631166	0.006352304	0.006314856	0.006675771	0.009968815	0.007141163	0.007167242	0.006454027	0.006061659	0.009583179	0.0093972	0.009655106	0.006424803	0.007240562	0.006423598	0.005785815	0.00710414	0.005859933	0.009745354	0.006416013	0.006048587	0.003598985	0.005182442	0.005201207	0.00529685	0.005582813	0.003215079	0.004658786	0.005593696	0.005490498	-16.01771995	-10.03501287	0.944796482	21	5.550511199	0.8832671
LG1	6500001	7000000	0.3509	0.4053	0.3066	0.5803	0.3467	0.2638	0.2817	0.1462	0.573	0.1958	0.1424	0.2112	0.1392	0.228	0.0596	0.4645	0.1609	0.0582	0.2202	0.5262	0.2979	0.2013	0.1897	0.0491	0.5273	0.5464	0.4802	0.1705	0.2918	0.1209	0.0446	0.2178	0.0501	0.4933	0.1475	0.0442	0.011645158	0.0130515	0.01204341	0.013179579	0.011806591	0.012359949	0.011710944	0.009910325	0.01426583	0.009843437	0.010767796	0.010948906	0.010565792	0.012593606	0.010041291	0.014365561	0.011315133	0.01111654	0.011114054	0.013660031	0.011869585	0.011791524	0.010803387	0.010172921	0.014466364	0.013808608	0.014349407	0.011421676	0.012390106	0.009999262	0.010398497	0.011752928	0.009747976	0.014466653	0.010667986	0.010624247	0.005550845	0.007287002	0.009916036	0.007535897	0.008649944	0.003545859	0.007549203	0.010308567	0.009185034	-13.46794784	1.375340648	5.317135901	35	0.742593713	0.922263
LG1	7000001	7500000	0.3412	0.4051	0.2929	0.5134	0.3155	0.3195	0.296	0.0973	0.4654	0.1921	0.1122	0.2425	0.1105	0.2758	0.0462	0.4139	0.1524	0.0571	0.2584	0.4683	0.3002	0.287	0.1532	0.0437	0.4351	0.4643	0.4507	0.1647	0.2767	0.1219	0.0233	0.2892	0.0459	0.4338	0.1696	0.039	0.013190259	0.014259368	0.012700258	0.01337069	0.011887008	0.012932444	0.01385083	0.010466509	0.014580399	0.010529183	0.010528425	0.0121597	0.011122385	0.014499336	0.01030002	0.014496418	0.010798466	0.010318625	0.013711697	0.014387535	0.012432137	0.014241612	0.010422764	0.009893327	0.014685481	0.013437964	0.014881771	0.010379549	0.012571177	0.011013887	0.009952111	0.014540402	0.010010287	0.014752873	0.010798387	0.009705479	0.006089993	0.008521977	0.00988249	0.008065879	0.009674095	0.004811978	0.007369148	0.009205196	0.009164297	-14.37835364	2.795978146	6.102482151	23	3.099470425	0.9244106
LG1	7500001	8000000	0.2936	0.3627	0.1914	0.3478	0.254	0.2417	0.4159	0.174	0.4807	0.3363	0.214	0.1699	0.1813	0.3513	0.0886	0.366	0.2319	0.1058	0.3397	0.4554	0.4209	0.3949	0.2465	0.0845	0.3967	0.4681	0.4544	0.2924	0.1586	0.1897	0.0389	0.3488	0.1165	0.3547	0.2236	0.1296	0.012844187	0.014549892	0.011851326	0.011766409	0.010973153	0.011888571	0.014895063	0.010558969	0.012443622	0.011725801	0.010763461	0.011697734	0.010360345	0.01444369	0.009979473	0.011856792	0.01045324	0.00947312	0.014163322	0.01275201	0.013691387	0.014868895	0.011323409	0.009720376	0.012661276	0.011180225	0.012741736	0.011507143	0.01150273	0.010761462	0.009277287	0.014739648	0.010726935	0.011850269	0.01056458	0.010227534	0.008715178	0.006510958	0.008665065	0.006720056	0.008768365	0.004430132	0.005484018	0.007694677	0.00856808	-12.67345829	1.973122656	4.839948993	29	1.63938558	0.7859734
LG1	8000001	8500000	0.4347	0.5669	0.3649	0.4349	0.4019	0.3703	0.4649	0.2406	0.4844	0.3655	0.2715	0.1767	0.2965	0.539	0.2212	0.3897	0.3861	0.1915	0.4346	0.5062	0.4582	0.4807	0.3284	0.0611	0.4084	0.5135	0.4566	0.3422	0.2258	0.342	0.0324	0.5599	0.2371	0.3996	0.4274	0.1759	0.007194512	0.013963703	0.007909008	0.012479871	0.008015711	0.006843968	0.007327451	0.004376811	0.008449698	0.005911823	0.004488474	0.009039454	0.006122701	0.014563479	0.007076236	0.012753834	0.00895198	0.005877986	0.00976757	0.012914343	0.008883557	0.009531788	0.006507775	0.004460169	0.010665182	0.009486138	0.00832728	0.006776667	0.009410391	0.006141902	0.007489475	0.016360335	0.007192892	0.012765519	0.009328167	0.005711466	0.005925571	0.00325946	0.007477913	0.004930913	0.005291621	0.006123171	0.003951786	0.00441493	0.00660785	-6.680517042	-6.529146135	1.971477854	25	7.976619149	0.7194185
LG1	8500001	9000000	0.4245	0.4602	0.2942	0.5767	0.4006	0.326	0.5071	0.1831	0.5845	0.381	0.2016	0.2628	0.2097	0.4219	0.0659	0.4784	0.2861	0.0925	0.4182	0.5672	0.4642	0.4404	0.2721	0.0276	0.4932	0.5371	0.5046	0.295	0.2857	0.2057	0.0245	0.4271	0.0528	0.4897	0.2905	0.0823	0.014213121	0.015455998	0.014225113	0.013172826	0.014878787	0.014264215	0.016157704	0.011094918	0.012755174	0.013520016	0.011092268	0.013092824	0.011239617	0.016749408	0.010717995	0.013428932	0.014291519	0.010788274	0.016626762	0.012901553	0.015664973	0.016466924	0.013821573	0.010139953	0.01341735	0.012857476	0.013491183	0.013734257	0.014146517	0.011367728	0.00994486	0.017151679	0.010902305	0.013527987	0.014482084	0.010994907	0.007058591	0.00639148	0.009526569	0.006021455	0.010237909	0.003600273	0.007556875	0.009354886	0.00946034	-8.869902373	6.115667775	5.251680412	25	1.528837963	0.8319653
LG1	9000001	9500000	0.4083	0.4835	0.2518	0.5976	0.3512	0.2509	0.4597	0.1838	0.6186	0.3132	0.1869	0.2404	0.2159	0.4024	0.0693	0.4997	0.2395	0.0778	0.3834	0.5611	0.4245	0.3955	0.2249	0.0305	0.4847	0.5442	0.5083	0.224	0.2444	0.227	0.0503	0.3966	0.0594	0.5051	0.2412	0.0846	0.010959322	0.012528178	0.010667299	0.011517828	0.01089413	0.010449657	0.012241407	0.009638234	0.011030656	0.010311199	0.009541124	0.010155323	0.009628665	0.013352161	0.009443725	0.01181241	0.010733758	0.009395382	0.013453845	0.010671367	0.011780741	0.013061573	0.011192906	0.009142876	0.011789307	0.011136289	0.011585188	0.011097805	0.010551635	0.010321663	0.009284657	0.013714185	0.009684603	0.011996391	0.011250996	0.009918927	0.005302484	0.005388902	0.008307492	0.005411807	0.008935374	0.003036205	0.006484094	0.008701619	0.008568494	-9.866759185	-0.262518375	3.597096718	35	5.039707412	0.8867355
LG1	9500001	10000000	0.3083	0.4148	0.183	0.4448	0.2807	0.2196	0.4236	0.1632	0.4879	0.2662	0.1748	0.1637	0.1867	0.3378	0.0587	0.3893	0.2227	0.072	0.3375	0.5001	0.3882	0.3498	0.1914	0.0339	0.3828	0.4489	0.4101	0.2104	0.1843	0.1898	0.0323	0.3418	0.058	0.3862	0.2194	0.0672	0.01356515	0.015447021	0.013455327	0.013456881	0.01403511	0.014204897	0.01530116	0.012290785	0.012906042	0.012962516	0.012255055	0.012831727	0.012799777	0.016041339	0.012354163	0.013632179	0.014525148	0.01235313	0.015790865	0.013456256	0.015251177	0.016233956	0.013954877	0.011822065	0.013275838	0.013022922	0.013912433	0.014018882	0.013515119	0.01290796	0.011684434	0.016351109	0.012524662	0.0136349	0.014781093	0.012409092	0.008649976	0.007603677	0.011124464	0.006715075	0.011510026	0.004607982	0.008779241	0.010892697	0.010848423	-13.54920949	6.728125719	7.363325559	38	2.935037914	0.8403028
LG1	10000001	10500000	0.4452	0.5776	0.4264	0.6768	0.4562	0.4111	0.5054	0.1493	0.6186	0.4016	0.1595	0.3844	0.1955	0.5117	0.1554	0.6095	0.3523	0.1642	0.5191	0.6457	0.5447	0.5138	0.3738	0.0434	0.6236	0.6548	0.6065	0.3589	0.4013	0.1744	0.0762	0.5081	0.1195	0.61	0.3465	0.1193	0.015342198	0.018393019	0.014701192	0.01680458	0.013712054	0.014841489	0.019125205	0.010095228	0.017690769	0.014785938	0.010735502	0.014085287	0.011094371	0.019706014	0.01039408	0.017690743	0.013642408	0.01107746	0.019703002	0.017574666	0.01847487	0.020319271	0.013950669	0.008785328	0.017823187	0.016909677	0.017867223	0.014149651	0.014794795	0.011017575	0.009298208	0.020460817	0.010099574	0.017811741	0.013887117	0.010572495	0.005500502	0.007685589	0.007996908	0.006568422	0.007855605	0.003697725	0.006130687	0.008505718	0.008077037	-3.869956887	9.390230223	4.117035995	40	7.734136809	0.9244216
LG1	10500001	11000000	0.5478	0.6012	0.454	0.7309	0.5207	0.4297	0.5924	0.2573	0.7215	0.4851	0.2262	0.4067	0.2903	0.5209	0.1347	0.6373	0.3876	0.1126	0.5175	0.6951	0.589	0.5091	0.3941	0.046	0.6591	0.7207	0.6451	0.3721	0.4458	0.2896	0.0477	0.5417	0.1386	0.6577	0.4048	0.1142	0.016807599	0.019815056	0.016691225	0.020279919	0.015958354	0.016465943	0.019607105	0.011081658	0.020398432	0.014710005	0.0109275	0.015633353	0.012403899	0.020829952	0.010798156	0.020814919	0.015513283	0.010764188	0.019433894	0.019939487	0.01945798	0.019890412	0.014921711	0.009248752	0.020588046	0.020135906	0.020555794	0.014908296	0.016161578	0.011708507	0.009051262	0.020700971	0.010426178	0.020657487	0.015361629	0.010346535	0.005371032	0.005477221	0.008630199	0.005921259	0.008293401	0.00307119	0.005724463	0.008892973	0.007902046	-1.518212756	12.27533473	3.47519105	46	4.800168438	0.9606037
LG1	11000001	11500000	0.536	0.5158	0.425	0.7166	0.4462	0.4431	0.5497	0.2371	0.7527	0.4255	0.2597	0.4099	0.2753	0.4737	0.1139	0.666	0.3274	0.1278	0.4695	0.6764	0.4976	0.4777	0.3181	0.0567	0.68	0.7018	0.6848	0.3268	0.4459	0.3124	0.0692	0.4994	0.1499	0.6867	0.3567	0.161	0.012341653	0.014202644	0.012596394	0.016302782	0.012030611	0.012694818	0.014059991	0.007639234	0.015498788	0.010240928	0.007647167	0.012343389	0.008295525	0.014986512	0.007736703	0.016232326	0.011033477	0.00770571	0.014633278	0.01601479	0.014480498	0.014606966	0.010633473	0.006712547	0.016170356	0.016099224	0.016296715	0.010516235	0.0124285	0.008180537	0.006677348	0.014914698	0.007749806	0.016175503	0.010878403	0.007656761	0.004661983	0.003848542	0.006293643	0.005624757	0.006300424	0.002548391	0.005308762	0.005899281	0.005404947	-2.503676459	1.793529546	1.182255523	50	2.539674517	0.9698884
LG1	11500001	12000000	0.4044	0.5884	0.3923	0.6807	0.4478	0.4143	0.4269	0.2107	0.5781	0.3444	0.2237	0.3975	0.2223	0.5221	0.1381	0.6108	0.332	0.1353	0.512	0.6655	0.5662	0.525	0.3232	0.0656	0.6084	0.6579	0.6281	0.3402	0.3862	0.2079	0.0519	0.5122	0.116	0.6068	0.3147	0.112	0.014597065	0.018789512	0.013284481	0.019198114	0.013013688	0.013596203	0.016083427	0.011261139	0.018942	0.01310215	0.011158772	0.013377813	0.011375607	0.018499522	0.009085762	0.019196409	0.011860978	0.008798318	0.018143427	0.019449625	0.018164875	0.018180491	0.011737774	0.007855674	0.019044789	0.0191102	0.019121782	0.011746792	0.01323627	0.01116369	0.007716241	0.018383188	0.008827527	0.01917242	0.011537311	0.008554373	0.005159395	0.008179182	0.006911137	0.005588151	0.007258615	0.003802404	0.00543453	0.006841347	0.007067907	-4.352774463	7.371037672	3.183829143	64	1.741823907	0.9611184
LG1	12000001	12500000	0.4265	0.5659	0.4709	0.7789	0.4614	0.5039	0.4065	0.1312	0.6539	0.3689	0.1762	0.5297	0.2435	0.5461	0.1878	0.755	0.4246	0.2354	0.4946	0.7239	0.5292	0.5295	0.397	0.1106	0.7127	0.7571	0.7434	0.4233	0.5859	0.2504	0.1082	0.5906	0.1975	0.7885	0.48	0.2239	0.01139953	0.013325076	0.010894829	0.016966499	0.009531238	0.011153849	0.012554938	0.007231487	0.017016789	0.010819473	0.007620502	0.011179702	0.00825393	0.013796771	0.006255873	0.017434944	0.009533833	0.006661931	0.013364028	0.017177329	0.013235909	0.013830961	0.009830268	0.00577907	0.017125182	0.01732962	0.017178399	0.010144624	0.011336996	0.007584592	0.004203364	0.013794404	0.005755773	0.017430555	0.009578095	0.005748704	0.003356567	0.006549248	0.003860614	0.004778969	0.005106386	0.001824046	0.004142685	0.004519987	0.002971021	0.29726523	-0.175995622	-0.279508181	50	0.990416688	0.9631003
LG1	12500001	13000000	0.5235	0.5905	0.4934	0.7081	0.4784	0.506	0.5715	0.1578	0.6986	0.5036	0.1766	0.5157	0.2207	0.5646	0.171	0.6822	0.4835	0.1653	0.5407	0.6516	0.5963	0.5534	0.4477	0.0335	0.6634	0.7174	0.6821	0.4587	0.5354	0.2326	0.0624	0.5786	0.1673	0.6983	0.5053	0.1701	0.011179861	0.016025013	0.011280238	0.016030344	0.009355641	0.011463949	0.016040391	0.005969687	0.01590565	0.010701202	0.006065406	0.011644675	0.0063484	0.01631623	0.006313319	0.016059218	0.010678909	0.006091834	0.015901139	0.016935974	0.016276154	0.016155492	0.010278196	0.005027938	0.016156948	0.016255923	0.016204881	0.010315779	0.011625095	0.006268735	0.004641047	0.016222608	0.006020412	0.016055672	0.010773764	0.005950788	0.003660942	0.004126166	0.004314351	0.005503329	0.004922516	0.003021993	0.003548905	0.004679783	0.003926913	-0.072638993	0.761382597	-0.09183618	62	3.317348273	0.9587335
